YEAR,MEASURE,SUB-MEASURE,SUB-MEASURE,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,TOTAL,UNITS
2010,Visitor Days,Total,Total,332,499,622,"1,242","1,386","1,335","1,411","1,642","1,475",915,475,397,"11,732",000s
2010,Visitor Numbers,Serviced Accommodation,Serviced Accommodation,30,37,43,57,61,59,61,66,63,64,48,37,627,000s
2010,Visitor Numbers,Non-Serviced Accommodation,Non-Serviced Accommodation,7,14,19,36,62,64,54,70,56,30,17,13,443,000s
2010,Visitor Numbers,SFR,SFR,8,3,4,6,5,5,6,6,4,4,3,7,60,000s
2010,Visitor Numbers,Day Visitor,Day Visitor,212,326,420,913,882,791,892,"1,006",946,616,299,241,"7,544",000s
2010,Visitor Numbers,Total,Total,258,379,486,"1,012","1,011",919,"1,013","1,148","1,069",714,367,298,"8,673",000s
2010,Vehicle Days,Serviced Accommodation,Serviced Accommodation,15,25,31,30,36,35,36,40,34,36,26,18,361,000s
2010,Vehicle Days,Non-Serviced Accommodation,Non-Serviced Accommodation,14,37,35,56,111,124,104,130,119,48,27,18,822,000s
2010,Vehicle Days,SFR,SFR,5,2,2,5,3,3,4,4,2,2,2,5,40,000s
2010,Vehicle Days,Day Visitor,Day Visitor,50,88,114,205,199,203,201,226,225,167,81,57,"1,817",000s
2010,Vehicle Days,Total,Total,85,152,182,295,350,365,344,400,380,254,136,98,"3,041",000s
2010,Vehicle Numbers,Serviced Accommodation,Serviced Accommodation,9,14,18,16,19,18,18,19,18,20,16,11,196,000s
2010,Vehicle Numbers,Non-Serviced Accommodation,Non-Serviced Accommodation,2,5,6,10,18,19,15,19,16,8,5,3,126,000s
2010,Vehicle Numbers,SFR,SFR,2,1,1,2,2,1,2,2,1,1,1,2,17,000s
2010,Vehicle Numbers,Day Visitor,Day Visitor,50,88,114,205,199,203,201,226,225,167,81,57,"1,817",000s
2010,Vehicle Numbers,Total,Total,64,108,138,233,237,242,234,266,260,197,103,73,"2,156",000s
2010,Accommodation,Serviced Accommodation,Serviced Accommodation,"6,493","6,511","6,546","6,555","6,555","6,555","6,555","6,555","6,555","6,555","6,529","6,511","6,555",Bed Spaces
2010,Accommodation,Non-Serviced Accommodation,Non-Serviced Accommodation,"12,152","12,825","18,073","21,160","21,289","21,289","21,294","21,182","21,284","19,952","14,633","13,059","21,294",Bed Spaces
2010,Accommodation,Total,Total,"18,645","19,336","24,619","27,715","27,844","27,844","27,849","27,737","27,839","26,507","21,162","19,570","27,849",Bed Spaces
2010,Economic Impact,Total,Total,"14,257","20,888","25,553","47,053","54,223","53,157","59,550","69,095","57,366","37,475","20,753","17,368","476,736",£000s
2011,Economic Impact,Indirect Expenditure,Indirect Expenditure,"4,347","5,688","7,119","13,383","14,281","13,948","16,687","18,508","14,936","10,338","6,218","4,971","130,425",£000s
2011,Economic Impact,Direct Revenue,Direct Revenue,"10,909","14,149","17,708","32,771","35,304","34,484","40,771","45,393","36,672","25,428","15,490","12,443","321,520",£000s
2011,Economic Impact,VAT,VAT,"2,182","2,830","3,542","6,554","7,061","6,897","8,154","9,079","7,334","5,086","3,098","2,489","64,304",£000s
2011,Economic Impact,Serviced Accommodation,Serviced Accommodation,"5,542","6,959","8,434","10,437","11,104","11,187","13,136","14,485","10,480","10,627","7,403","6,334","116,127",£000s
2011,Economic Impact,Non-Serviced Accommodation,Non-Serviced Accommodation,"3,258","4,610","6,186","11,152","18,594","19,125","20,412","23,896","18,000","9,393","5,354","3,770","143,750",£000s
2011,Economic Impact,SFR,SFR,866,279,337,711,501,397,585,606,354,337,263,726,"5,961",£000s
2011,Economic Impact,Day Visitor,Day Visitor,"7,771","10,819","13,411","30,409","26,446","24,620","31,480","33,993","30,108","20,495","11,787","9,072","250,411",£000s
2011,Economic Impact,Accommodation,Accommodation,"2,697","3,496","4,262","5,587","6,389","6,466","9,284","10,235","6,135","5,549","3,702","3,092","66,893",£000s
2011,Economic Impact,Food & Drink,Food & Drink,"2,667","3,425","4,319","8,453","9,079","8,847","9,855","10,998","9,517","6,345","3,785","3,031","80,321",£000s
2011,Economic Impact,Recreation,Recreation,992,"1,290","1,637","3,321","3,684","3,586","3,943","4,440","3,856","2,424","1,438","1,129","31,741",£000s
2011,Economic Impact,Shopping,Shopping,"3,177","4,171","5,244","10,879","11,088","10,648","12,288","13,631","11,883","7,790","4,590","3,632","99,020",£000s
2011,Economic Impact,Transport,Transport,"1,375","1,767","2,246","4,531","5,063","4,936","5,401","6,089","5,280","3,320","1,975","1,559","43,544",£000s
2011,Economic Impact,Direct Expenditure,Direct Expenditure,"13,090","16,979","21,249","39,325","42,364","41,380","48,926","54,471","44,006","30,514","18,588","14,931","385,824",£000s
2011,Population,Total,Total,"38,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000",Persons
2011,Employment,Serviced Accommodation,Serviced Accommodation,"2,189","2,271","2,371","2,536","2,567","2,569","2,608","2,701","2,512","2,518","2,310","2,242","2,449",FTEs
2011,Employment,Non-Serviced Accommodation,Non-Serviced Accommodation,"1,824","1,953","2,192","2,729","3,561","3,611","3,399","3,749","3,484","2,512","2,062","1,881","2,746",FTEs
2011,Employment,SFR,SFR,111,36,43,91,64,51,75,77,45,43,34,93,63,FTEs
2011,Employment,Day Visitor,Day Visitor,978,"1,362","1,688","3,828","3,329","3,099","3,963","4,279","3,790","2,580","1,484","1,142","2,627",FTEs
2011,Employment,Direct Employment,Direct Employment,"5,101","5,622","6,295","9,184","9,520","9,329","10,044","10,806","9,831","7,653","5,889","5,357","7,886",FTEs
2011,Employment,Indirect Employment,Indirect Employment,636,832,"1,042","1,959","2,090","2,041","2,442","2,709","2,186","1,513",910,727,"1,591",FTEs
2011,Employment,Total,Total,"5,737","6,454","7,337","11,142","11,610","11,370","12,486","13,515","12,017","9,166","6,799","6,085","9,477",FTEs
2011,Employment,Accommodation,Accommodation,"3,429","3,451","3,556","3,651","3,649","3,641","3,644","3,664","3,627","3,604","3,488","3,452","3,571",FTEs
2011,Employment,Food & Drink,Food & Drink,604,776,978,"1,915","2,057","2,004","2,232","2,491","2,156","1,437",857,687,"1,516",FTEs
2011,Employment,Recreation,Recreation,273,355,450,913,"1,013",986,"1,084","1,220","1,060",666,395,310,727,FTEs
2011,Employment,Shopping,Shopping,656,861,"1,083","2,247","2,290","2,199","2,538","2,815","2,454","1,609",948,750,"1,704",FTEs
2011,Employment,Transport,Transport,139,179,227,459,512,500,547,616,534,336,200,158,367,FTEs
2011,Visitor Days,Serviced Accommodation,Serviced Accommodation,56,70,86,108,115,116,123,136,109,110,76,64,"1,170",000s
2011,Visitor Days,Non-Serviced Accommodation,Non-Serviced Accommodation,67,95,128,236,407,418,378,453,392,195,111,77,"2,957",000s
2011,Visitor Days,SFR,SFR,21,7,8,17,12,10,14,15,9,8,6,17,143,000s
2011,Visitor Days,Day Visitor,Day Visitor,247,344,426,966,840,782,"1,000","1,080",956,651,374,288,"7,954",000s
2011,Visitor Days,Total,Total,391,515,648,"1,327","1,374","1,326","1,515","1,683","1,466",964,568,447,"12,224",000s
2011,Visitor Numbers,Serviced Accommodation,Serviced Accommodation,32,41,50,59,59,58,62,64,60,59,48,43,635,000s
2011,Visitor Numbers,Non-Serviced Accommodation,Non-Serviced Accommodation,10,14,22,41,67,65,55,66,59,32,20,13,464,000s
2011,Visitor Numbers,SFR,SFR,8,3,4,6,5,5,6,6,4,4,3,7,60,000s
2011,Visitor Numbers,Day Visitor,Day Visitor,247,344,426,966,840,782,"1,000","1,080",956,651,374,288,"7,954",000s
2011,Visitor Numbers,Total,Total,297,402,502,"1,072",972,909,"1,123","1,215","1,079",746,445,351,"9,113",000s
2011,Vehicle Days,Serviced Accommodation,Serviced Accommodation,17,27,35,31,36,36,36,39,31,36,26,19,368,000s
2011,Vehicle Days,Non-Serviced Accommodation,Non-Serviced Accommodation,19,34,38,63,121,124,103,122,116,53,32,17,840,000s
2011,Vehicle Days,SFR,SFR,6,2,2,5,3,3,4,4,2,2,2,5,41,000s
2011,Vehicle Days,Day Visitor,Day Visitor,59,93,116,217,189,201,225,243,227,177,102,68,"1,917",000s
2011,Vehicle Days,Total,Total,100,156,190,316,349,364,367,408,377,267,161,110,"3,166",000s
2011,Vehicle Numbers,Serviced Accommodation,Serviced Accommodation,10,16,21,17,18,18,18,18,17,19,16,13,200,000s
2011,Vehicle Numbers,Non-Serviced Accommodation,Non-Serviced Accommodation,3,5,6,11,20,19,15,18,17,9,6,3,132,000s
2011,Vehicle Numbers,SFR,SFR,2,1,1,2,2,1,2,2,1,1,1,2,17,000s
2011,Vehicle Numbers,Day Visitor,Day Visitor,59,93,116,217,189,201,225,243,227,177,102,68,"1,917",000s
2011,Vehicle Numbers,Total,Total,73,115,144,247,229,239,259,280,263,205,125,86,"2,266",000s
2011,Accommodation,Serviced Accommodation,Serviced Accommodation,"6,456","6,474","6,509","6,518","6,518","6,518","6,518","6,518","6,518","6,518","6,492","6,475","6,518",Bed Spaces
2011,Accommodation,Non-Serviced Accommodation,Non-Serviced Accommodation,"12,427","13,100","18,017","21,561","21,690","21,690","21,695","21,583","21,695","20,294","14,905","13,333","21,695",Bed Spaces
2011,Accommodation,Total,Total,"18,883","19,574","24,527","28,079","28,208","28,208","28,213","28,101","28,213","26,812","21,397","19,807","28,213",Bed Spaces
2011,Economic Impact,Total,Total,"17,437","22,667","28,368","52,709","56,645","55,328","65,613","72,979","58,942","40,852","24,806","19,902","516,249",£000s
2012,Economic Impact,Indirect Expenditure,Indirect Expenditure,"4,620","5,851","7,717","12,491","14,300","14,510","16,613","18,989","15,274","10,261","6,676","5,298","132,599",£000s
2012,Economic Impact,Direct Revenue,Direct Revenue,"11,451","14,521","19,103","30,570","35,326","35,969","40,591","46,648","37,676","25,175","16,625","13,165","326,821",£000s
2012,Economic Impact,VAT,VAT,"2,290","2,904","3,821","6,114","7,065","7,194","8,118","9,330","7,535","5,035","3,325","2,633","65,364",£000s
2012,Economic Impact,Serviced Accommodation,Serviced Accommodation,"5,158","7,035","8,829","10,460","11,281","12,521","13,417","15,546","11,966","10,829","8,132","6,354","121,527",£000s
2012,Economic Impact,Non-Serviced Accommodation,Non-Serviced Accommodation,"3,646","4,823","6,939","11,497","17,824","18,708","20,104","24,168","17,750","10,072","5,830","4,270","145,631",£000s
2012,Economic Impact,SFR,SFR,897,284,355,730,505,404,595,624,362,344,275,781,"6,156",£000s
2012,Economic Impact,Day Visitor,Day Visitor,"8,661","11,135","14,517","26,488","27,081","26,039","31,207","34,629","30,408","19,224","12,390","9,691","251,470",£000s
2012,Economic Impact,Accommodation,Accommodation,"2,646","3,589","4,555","5,707","6,432","6,984","9,416","10,736","6,698","5,805","4,112","3,216","69,895",£000s
2012,Economic Impact,Food & Drink,Food & Drink,"2,835","3,511","4,674","7,811","9,064","9,160","9,767","11,255","9,688","6,228","4,026","3,218","81,238",£000s
2012,Economic Impact,Recreation,Recreation,"1,063","1,323","1,771","3,046","3,662","3,687","3,895","4,527","3,901","2,364","1,523","1,202","31,964",£000s
2012,Economic Impact,Shopping,Shopping,"3,442","4,289","5,676","9,842","11,140","11,065","12,180","13,920","12,041","7,539","4,874","3,874","99,882",£000s
2012,Economic Impact,Transport,Transport,"1,465","1,810","2,428","4,164","5,028","5,074","5,333","6,210","5,348","3,238","2,090","1,655","43,842",£000s
2012,Economic Impact,Direct Expenditure,Direct Expenditure,"13,742","17,426","22,923","36,684","42,391","43,163","48,710","55,978","45,211","30,209","19,950","15,798","392,185",£000s
2012,Population,Total,Total,"38,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000",Persons
2012,Employment,Serviced Accommodation,Serviced Accommodation,"2,154","2,267","2,391","2,501","2,562","2,679","2,635","2,771","2,621","2,518","2,340","2,231","2,473",FTEs
2012,Employment,Non-Serviced Accommodation,Non-Serviced Accommodation,"1,931","2,043","2,325","2,814","3,521","3,602","3,411","3,806","3,500","2,642","2,173","1,959","2,811",FTEs
2012,Employment,SFR,SFR,112,35,44,91,63,51,74,78,45,43,34,98,64,FTEs
2012,Employment,Day Visitor,Day Visitor,"1,068","1,373","1,790","3,266","3,339","3,210","3,847","4,269","3,749","2,370","1,528","1,195","2,584",FTEs
2012,Employment,Direct Employment,Direct Employment,"5,265","5,719","6,550","8,673","9,485","9,543","9,968","10,925","9,915","7,573","6,075","5,482","7,931",FTEs
2012,Employment,Indirect Employment,Indirect Employment,662,839,"1,106","1,790","2,050","2,080","2,381","2,722","2,189","1,471",957,759,"1,584",FTEs
2012,Employment,Total,Total,"5,927","6,558","7,656","10,463","11,534","11,623","12,349","13,647","12,104","9,044","7,032","6,242","9,515",FTEs
2012,Employment,Accommodation,Accommodation,"3,509","3,537","3,647","3,716","3,737","3,777","3,760","3,778","3,750","3,709","3,579","3,497","3,666",FTEs
2012,Employment,Food & Drink,Food & Drink,629,779,"1,037","1,733","2,011","2,032","2,167","2,497","2,149","1,382",893,714,"1,502",FTEs
2012,Employment,Recreation,Recreation,286,356,477,820,986,992,"1,049","1,219","1,050",636,410,324,717,FTEs
2012,Employment,Shopping,Shopping,696,867,"1,148","1,991","2,253","2,238","2,463","2,815","2,435","1,525",986,783,"1,683",FTEs
2012,Employment,Transport,Transport,145,179,241,413,498,503,529,615,530,321,207,164,362,FTEs
2012,Visitor Days,Serviced Accommodation,Serviced Accommodation,50,68,87,105,112,126,121,142,120,108,80,62,"1,181",000s
2012,Visitor Days,Non-Serviced Accommodation,Non-Serviced Accommodation,71,94,137,232,373,391,356,439,370,199,115,83,"2,860",000s
2012,Visitor Days,SFR,SFR,21,7,8,17,12,9,14,14,8,8,6,18,143,000s
2012,Visitor Days,Day Visitor,Day Visitor,265,340,444,810,828,796,954,"1,058",929,588,379,296,"7,686",000s
2012,Visitor Days,Total,Total,407,509,676,"1,163","1,325","1,322","1,444","1,653","1,428",903,580,459,"11,869",000s
2012,Visitor Numbers,Serviced Accommodation,Serviced Accommodation,28,40,53,57,56,61,61,65,68,54,50,47,641,000s
2012,Visitor Numbers,Non-Serviced Accommodation,Non-Serviced Accommodation,10,14,22,41,63,60,52,64,55,34,21,13,450,000s
2012,Visitor Numbers,SFR,SFR,8,3,4,6,5,4,6,6,4,4,3,7,60,000s
2012,Visitor Numbers,Day Visitor,Day Visitor,265,340,444,810,828,796,954,"1,058",929,588,379,296,"7,686",000s
2012,Visitor Numbers,Total,Total,311,398,523,914,952,922,"1,073","1,193","1,056",679,453,363,"8,836",000s
2012,Vehicle Days,Serviced Accommodation,Serviced Accommodation,15,27,35,30,35,39,35,41,35,35,27,18,373,000s
2012,Vehicle Days,Non-Serviced Accommodation,Non-Serviced Accommodation,20,34,40,61,110,116,96,118,110,53,33,19,811,000s
2012,Vehicle Days,SFR,SFR,6,2,2,5,3,3,4,4,2,2,2,5,40,000s
2012,Vehicle Days,Day Visitor,Day Visitor,63,92,120,182,186,205,215,238,221,159,103,70,"1,855",000s
2012,Vehicle Days,Total,Total,104,155,198,279,335,362,350,401,367,251,165,112,"3,080",000s
2012,Vehicle Numbers,Serviced Accommodation,Serviced Accommodation,8,16,22,17,18,19,18,18,19,18,17,14,203,000s
2012,Vehicle Numbers,Non-Serviced Accommodation,Non-Serviced Accommodation,3,5,6,11,19,18,14,17,16,9,6,3,127,000s
2012,Vehicle Numbers,SFR,SFR,2,1,1,2,2,1,2,2,1,1,1,2,17,000s
2012,Vehicle Numbers,Day Visitor,Day Visitor,63,92,120,182,186,205,215,238,221,159,103,70,"1,855",000s
2012,Vehicle Numbers,Total,Total,77,114,150,211,224,242,248,275,258,187,127,89,"2,202",000s
2012,Accommodation,Serviced Accommodation,Serviced Accommodation,"6,478","6,498","6,533","6,542","6,542","6,542","6,542","6,542","6,542","6,542","6,516","6,497","6,542",Bed Spaces
2012,Accommodation,Non-Serviced Accommodation,Non-Serviced Accommodation,"12,552","13,224","18,262","21,731","21,859","21,859","21,864","21,753","21,864","21,238","15,164","12,358","21,864",Bed Spaces
2012,Accommodation,Total,Total,"19,030","19,722","24,796","28,273","28,401","28,401","28,406","28,295","28,406","27,780","21,680","18,854","28,406",Bed Spaces
2012,Economic Impact,Total,Total,"18,361","23,277","30,640","49,175","56,691","57,673","65,323","74,967","60,485","40,470","26,626","21,096","524,784",£000s
